#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_MJWZ01000021.1    -         Sodium               RF03071    cm        3       55       97      144      +    no    1 0.42   0.0    9.6   9.4e+03 ?   Campylobacter sp. BCW_6889 PROKKA_contig000021, whole genome shotgun sequence
NZ_MJWZ01000043.1    -         Sodium               RF03071    cm        3       55      247      294      +    no    1 0.42   0.0    9.6   9.4e+03 ?   Campylobacter sp. BCW_6889 PROKKA_contig000043, whole genome shotgun sequence
NZ_JAHEAH010000001.1 -         Sodium               RF03071    cm        1       55   608011   607965      -    no    1 0.55   0.0    9.6   9.4e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_1_length_765936_cov_28.473528, whole genome shotgun sequence
NZ_BDGQ01000115.1    -         Sodium               RF03071    cm        1       55    11947    12005      +    no    1 0.47   0.0    9.6   9.4e+03 ?   Thaumasiovibrio subtropicus strain C4V358, whole genome shotgun sequence
NZ_JAJTVG010000001.1 -         Sodium               RF03071    cm        1       55   234581   234615      +    no    1 0.37   0.0    9.6   9.4e+03 ?   Lactiplantibacillus plantarum strain IMI 507027 contig_1, whole genome shotgun sequence
NZ_JPZA01000349.1    -         Sodium               RF03071    cm        1       55     7079     7114      +    no    1 0.42   0.0    9.6   9.4e+03 ?   Avibacterium paragallinarum strain Modesto contig00560, whole genome shotgun sequence
NZ_JAAKAK010000005.1 -         Sodium               RF03071    cm        1       55   120214   120251      +    no    1 0.29   0.0    9.6   9.4e+03 ?   Campylobacter coli strain 600001 600001_5, whole genome shotgun sequence
NZ_SRKT01000004.1    -         Sodium               RF03071    cm        1       55   552803   552840      +    no    1 0.21   0.0    9.6   9.5e+03 ?   Flavobacterium columnare strain 1723 contig4, whole genome shotgun sequence
NZ_WHJI01000288.1    -         Sodium               RF03071    cm       29       55      167      192      +    no    1 0.23   0.1    9.6   9.5e+03 ?   Massilia sp. CCM 8734 NODE_288_length_297_cov_0.535294, whole genome shotgun sequence
NZ_VEKQ01000129.1    -         Sodium               RF03071    cm        1       55      212      267      +    no    1 0.46   0.1    9.6   9.5e+03 ?   Bacillus altitudinis strain DE0291 NODE_129_length_406_cov_0.451895, whole genome shotgun sequence
NZ_CABEFZ010000017.1 -         Sodium               RF03071    cm        1       55    45908    45868      -    no    1 0.63   0.0    9.6   9.5e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000004.1 -         Sodium               RF03071    cm        1       55    55486    55424      -    no    1 0.57   0.0    9.6   9.6e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_QQQX01000017.1    -         Sodium               RF03071    cm        1       55     3951     3910      -    no    1 0.29   0.0    9.6   9.6e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_17_length_18729_cov_12.3863, whole genome shotgun sequence
NZ_JPZA01000325.1    -         Sodium               RF03071    cm        1       55    13454    13424      -    no    1 0.35   0.0    9.6   9.6e+03 ?   Avibacterium paragallinarum strain Modesto contig00526, whole genome shotgun sequence
NZ_SZVD01000003.1    -         Sodium               RF03071    cm        1       55   174922   174868      -    no    1 0.45   0.0    9.6   9.6e+03 ?   Enterobacter ludwigii strain ES-1 NODE_3_length_215499_cov_176.924089, whole genome shotgun sequence
NZ_SDBA01000305.1    -         Sodium               RF03071    cm        1       55      119      159      +    no    1 0.37   0.0    9.6   9.6e+03 ?   Acinetobacter baumannii strain E0 NODE_340_length_356_cov_0.104803, whole genome shotgun sequence
NZ_JACJNF010000014.1 -         Sodium               RF03071    cm        1       55    35297    35351      +    no    1 0.60   0.0    9.6   9.6e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_14, whole genome shotgun sequence
NZ_JACJNC010000020.1 -         Sodium               RF03071    cm        1       55     1198     1252      +    no    1 0.62   0.0    9.5   9.6e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_20, whole genome shotgun sequence
NZ_MRVD01000100.1    -         Sodium               RF03071    cm        1       55     9309     9344      +    no    1 0.44   0.0    9.5   9.7e+03 ?   Ensifer adhaerens strain X097 Scaffold181, whole genome shotgun sequence
NZ_ACJD01000001.1    -         Sodium               RF03071    cm        1       55   294986   295022      +    no    1 0.51   0.0    9.5   9.7e+03 ?   Brucella ceti str. Cudo chromosome I VBI00081_1, whole genome shotgun sequence
NZ_SRKT01000003.1    -         Sodium               RF03071    cm        1       55   837859   837823      -    no    1 0.38   0.0    9.5   9.7e+03 ?   Flavobacterium columnare strain 1723 contig3, whole genome shotgun sequence
NZ_RDPF01000012.1    -         Sodium               RF03071    cm        1       55      538      465      -    no    1 0.43   0.0    9.5   9.7e+03 ?   Vibrio anguillarum strain 090707-1/1A contig_12, whole genome shotgun sequence
NZ_JOPJ01000147.1    -         Sodium               RF03071    cm        1       55       81      123      +    no    1 0.30   1.2    9.5   9.7e+03 ?   Acetobacter okinawensis strain DsW_060 Contig_157, whole genome shotgun sequence
NZ_SRKT01000001.1    -         Sodium               RF03071    cm        1       55   435611   435584      -    no    1 0.57   0.0    9.5   9.7e+03 ?   Flavobacterium columnare strain 1723 contig1, whole genome shotgun sequence
NZ_SRKT01000001.1    -         Sodium               RF03071    cm        1       55   442457   442430      -    no    1 0.57   0.0    9.5   9.7e+03 ?   Flavobacterium columnare strain 1723 contig1, whole genome shotgun sequence
NZ_SRKT01000003.1    -         Sodium               RF03071    cm        1       55  1616652  1616679      +    no    1 0.57   0.0    9.5   9.7e+03 ?   Flavobacterium columnare strain 1723 contig3, whole genome shotgun sequence
NZ_SRKT01000002.1    -         Sodium               RF03071    cm        1       55       55       82      +    no    1 0.57   0.0    9.5   9.7e+03 ?   Flavobacterium columnare strain 1723 contig2, whole genome shotgun sequence
NZ_AKBW01000001.1    -         Sodium               RF03071    cm        3       28   910477   910507      +    no    1 0.26   0.0    9.5   9.8e+03 ?   Streptococcus pneumoniae TIGR4 chromosome, whole genome shotgun sequence
NZ_LAYQ01000029.1    -         Sodium               RF03071    cm        1       55    12281    12321      +    no    1 0.56   0.0    9.5   9.8e+03 ?   Corynebacterium minutissimum strain 1941 Contig_29, whole genome shotgun sequence
NZ_QRVY01000018.1    -         Sodium               RF03071    cm        1       55    24573    24619      +    no    1 0.34   0.0    9.5   9.8e+03 ?   Ruminococcus bromii strain AF21-10LB AF21-10LB.Scaf18, whole genome shotgun sequence
NZ_MNPM02000008.1    -         Sodium               RF03071    cm       38       53   100098   100115      +    no    1 0.44   0.0    9.5   9.8e+03 ?   Mastigocladus laminosus UU774 scaffold_7, whole genome shotgun sequence
NZ_VDUA01000221.1    -         Sodium               RF03071    cm        1       55       91       49      -    no    1 0.28   0.0    9.5   9.8e+03 ?   Staphylococcus argensis strain DE0559 NODE_221_length_214_cov_1.225166, whole genome shotgun sequence
NZ_MOLL01000036.1    -         Sodium               RF03071    cm        1       55    28072    28032      -    no    1 0.39   0.0    9.5   9.9e+03 ?   Vibrio cholerae strain DL4211 Contig_88, whole genome shotgun sequence
NZ_MOLM01000023.1    -         Sodium               RF03071    cm        1       55    28235    28195      -    no    1 0.39   0.0    9.5   9.9e+03 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_23, whole genome shotgun sequence
NZ_MPTY01000360.1    -         Sodium               RF03071    cm       38       53      191      206      +    no    1 0.50   0.0    9.5   9.9e+03 ?   Escherichia coli strain LM27558stx2 IMT32641_S2_L001_R1_001_contig_397, whole genome shotgun sequence
NZ_SEIL01000034.1    -         Sodium               RF03071    cm        1       55      726      659      -    no    1 0.49   0.0    9.5   9.9e+03 ?   Acinetobacter lwoffii strain AL_065 NODE_34_length_35263_cov_32.5693, whole genome shotgun sequence
NZ_VKDK01000018.1    -         Sodium               RF03071    cm        1       55    20152    20110      -    no    1 0.65   0.0    9.5   9.9e+03 ?   Corynebacterium aurimucosum strain 2274 NODE_18_length_56510_cov_236.458, whole genome shotgun sequence
NZ_AEHP01000049.1    -         Sodium               RF03071    cm        1       55    13405    13357      -    no    1 0.37   0.0    9.5     1e+04 ?   Lactobacillus iners LactinV 03V1-b contig00063, whole genome shotgun sequence
NZ_MNPM02000013.1    -         Sodium               RF03071    cm        1       55    11150    11184      +    no    1 0.51   0.0    9.5     1e+04 ?   Mastigocladus laminosus UU774 scaffold_12, whole genome shotgun sequence
NZ_CABKNY010000010.1 -         Sodium               RF03071    cm        1       55   527498   527539      +    no    1 0.60   0.0    9.5     1e+04 ?   Citrobacter youngae isolate MGYG-HGUT-01317, whole genome shotgun sequence
NZ_MNPM02000004.1    -         Sodium               RF03071    cm        1       55     6051     6094      +    no    1 0.27   0.0    9.5     1e+04 ?   Mastigocladus laminosus UU774 scaffold_3, whole genome shotgun sequence
NZ_MNPM02000015.1    -         Sodium               RF03071    cm        1       55   257685   257766      +    no    1 0.49   0.0    9.5     1e+04 ?   Mastigocladus laminosus UU774 scaffold_14, whole genome shotgun sequence
NZ_AFUQ01000001.1    -         Sodium               RF03071    cm        3       55   556232   556186      -    no    1 0.34   0.0    9.5     1e+04 ?   Streptococcus infantis X Contig83, whole genome shotgun sequence
NZ_AEHP01000047.1    -         Sodium               RF03071    cm        1       55    25431    25379      -    no    1 0.49   0.0    9.5     1e+04 ?   Lactobacillus iners LactinV 03V1-b contig00058, whole genome shotgun sequence
NZ_WHSK01000579.1    -         Sodium               RF03071    cm        1       55      223      190      -    no    1 0.41   0.0    9.5     1e+04 ?   Shigella sonnei strain 6607.69 NODE_608_length_232_cov_0.954839, whole genome shotgun sequence
NZ_JJMN01000001.1    -         Sodium               RF03071    cm        1       55    10380    10420      +    no    1 0.51   0.0    9.5     1e+04 ?   Vibrio metoecus strain OP3H Contig33, whole genome shotgun sequence
NZ_ANMK01000158.1    -         Sodium               RF03071    cm        1       55     3385     3422      +    no    1 0.29   0.0    9.5     1e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00197, whole genome shotgun sequence
NZ_AGGZ01000086.1    -         Sodium               RF03071    cm        1       55     3972     4030      +    no    1 0.42   0.0    9.5     1e+04 ?   Streptococcus sobrinus TCI-357 contig00086, whole genome shotgun sequence
NZ_JPZA01000091.1    -         Sodium               RF03071    cm        1       55        1       51      +    no    1 0.43   0.0    9.5     1e+04 ?   Avibacterium paragallinarum strain Modesto contig00124, whole genome shotgun sequence
NZ_JAJNSX010000001.1 -         Sodium               RF03071    cm        1       55   111738   111692      -    no    1 0.51   0.0    9.5     1e+04 ?   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf1, whole genome shotgun sequence
NZ_RDBW01000016.1    -         Sodium               RF03071    cm        1       55    22803    22776      -    no    1 0.54   0.0    9.5     1e+04 ?   Pseudoalteromonas sp. J010 scaffold_15, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  1073394  1073361      -    no    1 0.35   0.0    9.5     1e+04 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_PNCQ01000139.1    -         Sodium               RF03071    cm        1       55      104       77      -    no    1 0.43   0.0    9.4     1e+04 ?   Pseudoalteromonas sp. S4491 S4491_S44_L001_R1_001__paired__contig_139, whole genome shotgun sequence
NZ_CABEFZ010000020.1 -         Sodium               RF03071    cm        1       55    41050    41105      +    no    1 0.55   0.0    9.4     1e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JAHBMX010000139.1 -         Sodium               RF03071    cm        3       55      144      105      -    no    1 0.32   0.0    9.4     1e+04 ?   Vibrio cholerae strain TDS0061619 NODE_398_length_275_cov_0.432927_ID_795, whole genome shotgun sequence
NZ_QJTX01000210.1    -         Sodium               RF03071    cm        3       28      351      323      -    no    1 0.38   0.0    9.4     1e+04 ?   Pseudomonas syringae pv. pisi strain 202 NODE_211_length_563_cov_0.603211_ID_6919, whole genome shotgun sequence
NZ_QRUI01000017.1    -         Sodium               RF03071    cm        1       55    32663    32596      -    no    1 0.41   0.0    9.4     1e+04 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf17, whole genome shotgun sequence
NZ_JAJNSX010000004.1 -         Sodium               RF03071    cm        1       55    25903    25866      -    no    1 0.58   0.0    9.4     1e+04 ?   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf4, whole genome shotgun sequence
NZ_JAELUN010000996.1 -         Sodium               RF03071    cm        1       55      254      299      +    no    1 0.20   1.8    9.4     1e+04 ?   Aquitalea sp. ASV1 NODE_1306_length_311_cov_11.858696, whole genome shotgun sequence
NZ_JABELH010000032.1 -         Sodium               RF03071    cm       37       54      292      309      +    no    1 0.33   0.0    9.4     1e+04 ?   Listeria monocytogenes strain CD0086 NODE_32_length_391_cov_0.772727, whole genome shotgun sequence
NZ_AUTJ01000164.1    -         Sodium               RF03071    cm        1       55      963     1007      +    no    1 0.38   0.0    9.4     1e+04 ?   Pseudoalteromonas sp. TB13 ctg164, whole genome shotgun sequence
NZ_RHLY01000184.1    -         Sodium               RF03071    cm       37       54       90       73      -    no    1 0.33   0.0    9.4     1e+04 ?   Acinetobacter baumannii strain VB33762 NODE_184_length_223_cov_1.20968_ID_367, whole genome shotgun sequence
NZ_JPGN01000085.1    -         Sodium               RF03071    cm        1       55     4265     4200      -    no    1 0.52   0.0    9.4     1e+04 ?   Nitrosococcus oceani C-27 contig_15, whole genome shotgun sequence
