#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_SEIL01000087.1    -         nhaA-I               RF03057    cm        1       55      289      239      -    no    1 0.49   0.0   51.0   8.5e-07 !   Acinetobacter lwoffii strain AL_065 NODE_83_length_12254_cov_23.0646, whole genome shotgun sequence
NZ_PIBS01001616.1    -         nhaA-I               RF03057    cm       41       50      598      607      +    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella pneumoniae strain A3 NODE_1616_length_609_cov_2.31328, whole genome shotgun sequence
NZ_JTCJ01000208.1    -         nhaA-I               RF03057    cm       41       50     2822     2813      -    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas putida strain SQ1 Contig_243_PpSQ1, whole genome shotgun sequence
NZ_MRVD01000081.1    -         nhaA-I               RF03057    cm       41       50     1761     1752      -    no    1 0.90   0.0   10.1     7e+03 ?   Ensifer adhaerens strain X097 Scaffold136, whole genome shotgun sequence
NZ_JAAQPR010000100.1 -         nhaA-I               RF03057    cm       41       50    13840    13831      -    no    1 0.90   0.0   10.1     7e+03 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00001295, whole genome shotgun sequence
NZ_JAAQPR010000111.1 -         nhaA-I               RF03057    cm       41       50     2815     2824      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00002184, whole genome shotgun sequence
NZ_JTCJ01000019.1    -         nhaA-I               RF03057    cm       41       50     5520     5529      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas putida strain SQ1 Contig_260_PpSQ1, whole genome shotgun sequence
NZ_CABGVC010000011.1 -         nhaA-I               RF03057    cm       41       50   119483   119492      +    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_VKDK01000002.1    -         nhaA-I               RF03057    cm       41       50   162603   162594      -    no    1 0.90   0.0   10.1     7e+03 ?   Corynebacterium aurimucosum strain 2274 NODE_2_length_265022_cov_234.905, whole genome shotgun sequence
NZ_MRVD01000022.1    -         nhaA-I               RF03057    cm       41       50    80398    80407      +    no    1 0.90   0.0   10.1     7e+03 ?   Ensifer adhaerens strain X097 Scaffold32, whole genome shotgun sequence
NZ_NQXZ01000054.1    -         nhaA-I               RF03057    cm       41       50    17189    17198      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig54, whole genome shotgun sequence
NZ_NQYB01000004.1    -         nhaA-I               RF03057    cm       41       50    16870    16879      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig4, whole genome shotgun sequence
NZ_JAOA01000001.1    -         nhaA-I               RF03057    cm       41       50  1354440  1354449      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.0, whole genome shotgun sequence
NZ_JAOA01000002.1    -         nhaA-I               RF03057    cm       41       50   126583   126592      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.1, whole genome shotgun sequence
NZ_QJUL01000116.1    -         nhaA-I               RF03057    cm       41       50      510      501      -    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas dryadis strain P6B NODE_116_length_609_cov_11.101660, whole genome shotgun sequence
NZ_SBHT01000517.1    -         nhaA-I               RF03057    cm       41       50      447      456      +    no    1 0.90   0.0   10.1     7e+03 ?   Rhizobium leguminosarum strain CB1 contig517, whole genome shotgun sequence
NZ_VRUX01001327.1    -         nhaA-I               RF03057    cm       41       50      100      109      +    no    1 0.90   0.0   10.1     7e+03 ?   Methylobacterium sp. WL103 NODE_1327_length_212_cov_151.929_WL103_spades, whole genome shotgun sequence
NZ_MLFE01000005.1    -         nhaA-I               RF03057    cm       41       50   208995   208986      -    no    1 0.90   0.0   10.1     7e+03 ?   Pantoea allii strain LMG 24248 Contig0005_, whole genome shotgun sequence
NZ_CABEFZ010000024.1 -         nhaA-I               RF03057    cm       41       50    35827    35818      -    no    1 0.90   0.0   10.1     7e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000043.1 -         nhaA-I               RF03057    cm       41       50    12921    12912      -    no    1 0.90   0.0   10.1     7e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JACJNF010000007.1 -         nhaA-I               RF03057    cm       41       50   296903   296912      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_07, whole genome shotgun sequence
NZ_PYUR01000023.1    -         nhaA-I               RF03057    cm       41       50   596101   596110      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Typhimurium strain OLF-FSR1-ST-44 1, whole genome shotgun sequence
NZ_QDLQ01000002.1    -         nhaA-I               RF03057    cm       41       50   350256   350265      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica strain 235 NODE_2_length_374861_cov_15.2637, whole genome shotgun sequence
NZ_JAAQPR010000004.1 -         nhaA-I               RF03057    cm       41       50    21773    21782      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00000054, whole genome shotgun sequence
NZ_JTCJ01000166.1    -         nhaA-I               RF03057    cm       41       50     3910     3919      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas putida strain SQ1 Contig_980_PpSQ1, whole genome shotgun sequence
NZ_MRZP01000012.1    -         nhaA-I               RF03057    cm       41       50   106695   106704      +    no    1 0.90   0.0   10.1     7e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_12_length_130936_cov_86.2745_ID_23, whole genome shotgun sequence
NZ_JYOF01000001.1    -         nhaA-I               RF03057    cm       41       50    11818    11827      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas sp. 2(2015) contig1, whole genome shotgun sequence
NZ_JYOF01000011.1    -         nhaA-I               RF03057    cm       41       50   329959   329950      -    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas sp. 2(2015) contig11, whole genome shotgun sequence
NZ_JYOF01000022.1    -         nhaA-I               RF03057    cm       41       50    59812    59821      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas sp. 2(2015) contig22, whole genome shotgun sequence
NZ_LTBH01000006.1    -         nhaA-I               RF03057    cm       41       50      989      980      -    no    1 0.90   0.0   10.1     7e+03 ?   Corynebacterium striatum strain 2247 lasergene_1_len_T_210181, whole genome shotgun sequence
NZ_CABGVC010000020.1 -         nhaA-I               RF03057    cm       41       50     7943     7934      -    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_CDRS01000086.1    -         nhaA-I               RF03057    cm       41       50    24802    24811      +    no    1 0.90   0.0   10.1     7e+03 ?   Escherichia coli strain 46A_L1, whole genome shotgun sequence
NZ_NQXZ01000052.1    -         nhaA-I               RF03057    cm       41       50    75959    75950      -    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig52, whole genome shotgun sequence
NZ_JAOA01000006.1    -         nhaA-I               RF03057    cm       41       50   184358   184367      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.5, whole genome shotgun sequence
NZ_JPGN01000061.1    -         nhaA-I               RF03057    cm       41       50    21189    21198      +    no    1 0.90   0.0   10.1     7e+03 ?   Nitrosococcus oceani C-27 contig_33, whole genome shotgun sequence
NZ_JPGN01000075.1    -         nhaA-I               RF03057    cm       41       50    14342    14351      +    no    1 0.90   0.0   10.1     7e+03 ?   Nitrosococcus oceani C-27 contig_6, whole genome shotgun sequence
NZ_PEDB01000009.1    -         nhaA-I               RF03057    cm       41       50   158033   158024      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000009, whole genome shotgun sequence
NZ_PEDB01000009.1    -         nhaA-I               RF03057    cm       41       50   209926   209917      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000009, whole genome shotgun sequence
NZ_PEDB01000023.1    -         nhaA-I               RF03057    cm       41       50    53034    53025      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000023, whole genome shotgun sequence
NZ_PEDB01000024.1    -         nhaA-I               RF03057    cm       41       50   247461   247452      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000024, whole genome shotgun sequence
NZ_PEDB01000068.1    -         nhaA-I               RF03057    cm       41       50    36955    36946      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000068, whole genome shotgun sequence
NZ_PEDB01000085.1    -         nhaA-I               RF03057    cm       41       50   188209   188218      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000085, whole genome shotgun sequence
NZ_PEDB01000162.1    -         nhaA-I               RF03057    cm       41       50    12930    12921      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000162, whole genome shotgun sequence
NZ_MLFE01000001.1    -         nhaA-I               RF03057    cm       41       50    50857    50866      +    no    1 0.90   0.0   10.1     7e+03 ?   Pantoea allii strain LMG 24248 Contig0001_, whole genome shotgun sequence
NZ_MABW01000588.1    -         nhaA-I               RF03057    cm       41       50      172      181      +    no    1 0.90   0.0   10.1     7e+03 ?   Acinetobacter baumannii strain 29D2 contig_602, whole genome shotgun sequence
NZ_CABEFZ010000043.1 -         nhaA-I               RF03057    cm       41       50    83331    83322      -    no    1 0.90   0.0   10.1     7e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_LHMF01000026.1    -         nhaA-I               RF03057    cm       41       50    84748    84739      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_26, whole genome shotgun sequence
NZ_LHNW01000029.1    -         nhaA-I               RF03057    cm       41       50    20004    20013      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_29, whole genome shotgun sequence
NZ_LHLX01000002.1    -         nhaA-I               RF03057    cm       41       50    84754    84745      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_2, whole genome shotgun sequence
NZ_LHLF01000015.1    -         nhaA-I               RF03057    cm       41       50    19780    19789      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_15, whole genome shotgun sequence
NZ_LHMA01000024.1    -         nhaA-I               RF03057    cm       41       50    85859    85850      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_24, whole genome shotgun sequence
NZ_PODJ01000121.1    -         nhaA-I               RF03057    cm       41       50      189      198      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas sp. FW305-47B NODE_121_length_277_cov_0.73, whole genome shotgun sequence
NZ_NXIV01000274.1    -         nhaA-I               RF03057    cm       41       50      102      111      +    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella pneumoniae strain ST-1414:K058 NODE_274_length_261_cov_1.54321_ID_547, whole genome shotgun sequence
NZ_SJLL01000491.1    -         nhaA-I               RF03057    cm       41       50      267      276      +    no    1 0.90   0.0   10.1     7e+03 ?   Streptococcus pyogenes strain SPY2028 NAEHKAFI_492, whole genome shotgun sequence
NZ_JACJNF010000006.1 -         nhaA-I               RF03057    cm       41       50   233696   233705      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_06, whole genome shotgun sequence
NZ_JACJNC010000001.1 -         nhaA-I               RF03057    cm       41       50   352033   352042      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_01, whole genome shotgun sequence
NZ_JACJNC010000025.1 -         nhaA-I               RF03057    cm       41       50     5040     5049      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_25, whole genome shotgun sequence
NZ_JACJMT010000005.1 -         nhaA-I               RF03057    cm       41       50   197679   197688      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_05, whole genome shotgun sequence
NZ_JACJMT010000006.1 -         nhaA-I               RF03057    cm       41       50     7787     7796      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_06, whole genome shotgun sequence
NZ_WJBZ01000848.1    -         nhaA-I               RF03057    cm       41       50       98       89      -    no    1 0.90   0.0   10.1     7e+03 ?   Bacillus thuringiensis strain 4XX5 NODE_1071_length_248_cov_0.853801, whole genome shotgun sequence
NZ_SZVD01000011.1    -         nhaA-I               RF03057    cm       41       50   111966   111975      +    no    1 0.90   0.0   10.1     7e+03 ?   Enterobacter ludwigii strain ES-1 NODE_11_length_181449_cov_183.794560, whole genome shotgun sequence
NZ_ANMK01000006.1    -         nhaA-I               RF03057    cm       41       50    21588    21597      +    no    1 0.90   0.0   10.1     7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00007, whole genome shotgun sequence
NZ_ANMJ01000024.1    -         nhaA-I               RF03057    cm       41       50     2933     2924      -    no    1 0.90   0.0   10.1     7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00027, whole genome shotgun sequence
NZ_ANMM01000007.1    -         nhaA-I               RF03057    cm       41       50   102193   102184      -    no    1 0.90   0.0   10.1     7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp225 contig00007, whole genome shotgun sequence
