#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_MOSX01000007.1    -         Sodium               RF03071    cm        5       26    52781    52805      +    no    1 0.20   0.0   11.1   3.8e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000007, whole genome shotgun sequence
NZ_JACFAY010000001.1 -         Sodium               RF03071    cm        1       55   258371   258397      +    no    1 0.41   0.0   11.1   3.8e+03 ?   Borreliella garinii subsp. bavariensis strain PBar PBar_chr_to_PBi_insert, whole genome shotgun sequence
NZ_JACFAX010000001.1 -         Sodium               RF03071    cm        1       55   258469   258495      +    no    1 0.41   0.0   11.1   3.8e+03 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_chr_to_PBi_insert, whole genome shotgun sequence
NZ_MRVD01000057.1    -         Sodium               RF03071    cm       36       55     4815     4796      -    no    1 0.30   0.0   11.1   3.8e+03 ?   Ensifer adhaerens strain X097 Scaffold85, whole genome shotgun sequence
NZ_AFUQ01000001.1    -         Sodium               RF03071    cm        1       55   270085   270115      +    no    1 0.55   0.0   11.1   3.8e+03 ?   Streptococcus infantis X Contig83, whole genome shotgun sequence
NZ_CABGVC010000005.1 -         Sodium               RF03071    cm        1       55   106199   106174      -    no    1 0.38   0.0   11.1   3.8e+03 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_WJWO01000003.1    -         Sodium               RF03071    cm        1       55   105842   105817      -    no    1 0.38   0.0   11.1   3.8e+03 ?   Klebsiella pneumoniae strain CriePir26 NODE_3_length_305895_cov_55.8583, whole genome shotgun sequence
NZ_CDMV01000001.1    -         Sodium               RF03071    cm        1       55   199806   199781      -    no    1 0.38   0.0   11.1   3.8e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_BADM01000663.1    -         Sodium               RF03071    cm        1       55    13962    13987      +    no    1 0.38   0.0   11.1   3.8e+03 ?   Enterobacter sp. B509, whole genome shotgun sequence
NZ_SZVD01000009.1    -         Sodium               RF03071    cm        1       55   174297   174272      -    no    1 0.38   0.0   11.1   3.8e+03 ?   Enterobacter ludwigii strain ES-1 NODE_9_length_189056_cov_192.906699, whole genome shotgun sequence
NZ_JAJTVG010000026.1 -         Sodium               RF03071    cm        1       55    20745    20700      -    no    1 0.26   0.0   11.1   3.8e+03 ?   Lactiplantibacillus plantarum strain IMI 507027 contig_26, whole genome shotgun sequence
NZ_JRWM01000066.1    -         Sodium               RF03071    cm        1       55      103       62      -    no    1 0.38   0.0   11.1   3.9e+03 ?   Vibrio variabilis strain T01 Contig66, whole genome shotgun sequence
NZ_VEEG01000269.1    -         Sodium               RF03071    cm        1       55      151      117      -    no    1 0.43   0.0   11.1   3.9e+03 ?   Bacillus thuringiensis strain DE0177 NODE_269_length_270_cov_0.309179, whole genome shotgun sequence
NZ_QYUU01000007.1    -         Sodium               RF03071    cm        1       55    66277    66318      +    no    1 0.17   0.9   11.1   3.9e+03 ?   Campylobacter coli strain F8 Contig_7, whole genome shotgun sequence
NZ_LJFI01000086.1    -         Sodium               RF03071    cm        1       55      553      525      -    no    1 0.45   0.0   11.1   3.9e+03 ?   Vibrio cholerae O1 biovar El Tor strain 56 Contig86, whole genome shotgun sequence
NZ_JACFAY010000001.1 -         Sodium               RF03071    cm        1       55   896810   896856      +    no    1 0.28   0.0   11.1   3.9e+03 ?   Borreliella garinii subsp. bavariensis strain PBar PBar_chr_to_PBi_insert, whole genome shotgun sequence
NZ_JACFAX010000001.1 -         Sodium               RF03071    cm        1       55   894396   894442      +    no    1 0.28   0.0   11.1   3.9e+03 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_chr_to_PBi_insert, whole genome shotgun sequence
NZ_NNJX01000243.1    -         Sodium               RF03071    cm        1       55      490      517      +    no    1 0.39   0.0   11.1   3.9e+03 ?   Vibrio parahaemolyticus strain C8_5 C8_5_contig243, whole genome shotgun sequence
NZ_LYJI01000052.1    -         Sodium               RF03071    cm        1       55       90       49      -    no    1 0.38   0.0   11.1   3.9e+03 ?   Acinetobacter baumannii strain XH681 XH681_contig_60, whole genome shotgun sequence
NZ_NKJM01000487.1    -         Sodium               RF03071    cm        1       55      102       61      -    no    1 0.38   0.0   11.1   3.9e+03 ?   Acinetobacter baumannii strain AB172 contig_1036, whole genome shotgun sequence
NZ_JAJTVG010000006.1 -         Sodium               RF03071    cm        1       55    64042    64082      +    no    1 0.32   0.0   11.1   3.9e+03 ?   Lactiplantibacillus plantarum strain IMI 507027 contig_6, whole genome shotgun sequence
NZ_JAAKAK010000007.1 -         Sodium               RF03071    cm        1       55     8376     8416      +    no    1 0.20   0.1   11.1   3.9e+03 ?   Campylobacter coli strain 600001 600001_7, whole genome shotgun sequence
NZ_QYUU01000006.1    -         Sodium               RF03071    cm        1       55    99667    99627      -    no    1 0.20   0.1   11.1   3.9e+03 ?   Campylobacter coli strain F8 Contig_6, whole genome shotgun sequence
NZ_MCWV02000002.1    -         Sodium               RF03071    cm        1       55     1380     1435      +    no    1 0.46   0.0   11.1     4e+03 ?   Vibrio lentus strain 10N.261.55.C8 10N26155C8_1, whole genome shotgun sequence
NZ_NUSG01000051.1    -         Sodium               RF03071    cm        1       55      189      146      -    no    1 0.30   0.0   11.1     4e+03 ?   Bacillus pseudomycoides strain AFS045932 AFS045932_104_G1_Contig51_140523, whole genome shotgun sequence
NZ_JAAVSD010000007.1 -         Sodium               RF03071    cm        1       55    20827    20786      -    no    1 0.45   0.0   11.0     4e+03 ?   Levilactobacillus tujiorum strain HBUAS51329 Scaffold7, whole genome shotgun sequence
NZ_JAHEAH010000004.1 -         Sodium               RF03071    cm        1       55   234584   234552      -    no    1 0.48   0.0   11.0     4e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_4_length_566118_cov_45.148910, whole genome shotgun sequence
NZ_JAGTPX010000010.1 -         Sodium               RF03071    cm        1       55    58013    57928      -    no    1 0.43   0.0   11.0     4e+03 ?   Niallia circulans strain DC10 Contig_10_Bacillus, whole genome shotgun sequence
NZ_JJMN01000017.1    -         Sodium               RF03071    cm        1       55    23548    23597      +    no    1 0.50   0.0   11.0     4e+03 ?   Vibrio metoecus strain OP3H Contig20, whole genome shotgun sequence
NZ_NNDL01000165.1    -         Sodium               RF03071    cm       37       54       54       37      -    no    1 0.50   0.0   11.0     4e+03 ?   Vibrio parahaemolyticus strain F9_3 F9_3_contig165, whole genome shotgun sequence
NZ_JAJCJG010000221.1 -         Sodium               RF03071    cm        1       55      122       70      -    no    1 0.38   0.0   11.0     4e+03 ?   Enterococcus avium strain DFI.7.74 IMOCGPOB_221, whole genome shotgun sequence
NZ_CABEFZ010000054.1 -         Sodium               RF03071    cm       38       53    64058    64073      +    no    1 0.31   0.0   11.0     4e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JACJMT010000014.1 -         Sodium               RF03071    cm        1       55      326      366      +    no    1 0.56   0.0   11.0     4e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_14, whole genome shotgun sequence
NZ_JACFAY010000001.1 -         Sodium               RF03071    cm        1       55   514856   514895      +    no    1 0.17   0.7   11.0     4e+03 ?   Borreliella garinii subsp. bavariensis strain PBar PBar_chr_to_PBi_insert, whole genome shotgun sequence
NZ_JACFAX010000001.1 -         Sodium               RF03071    cm        1       55   512192   512231      +    no    1 0.17   0.7   11.0     4e+03 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_chr_to_PBi_insert, whole genome shotgun sequence
NZ_ANML01000058.1    -         Sodium               RF03071    cm        1       55    15474    15533      +    no    1 0.47   0.0   11.0   4.1e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp223 contig00061, whole genome shotgun sequence
NZ_ANMI01000219.1    -         Sodium               RF03071    cm        1       55    36524    36583      +    no    1 0.47   0.0   11.0   4.1e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp22 contig00253, whole genome shotgun sequence
NZ_ANMJ01000060.1    -         Sodium               RF03071    cm        1       55    41804    41863      +    no    1 0.47   0.0   11.0   4.1e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00066, whole genome shotgun sequence
NZ_ANMM01000006.1    -         Sodium               RF03071    cm        1       55    51728    51787      +    no    1 0.47   0.0   11.0   4.1e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp225 contig00006, whole genome shotgun sequence
NZ_QGHI01000057.1    -         Sodium               RF03071    cm        1       55      166      220      +    no    1 0.40   0.0   11.0   4.1e+03 ?   Klebsiella pneumoniae strain HPCN5 Scaffold_59, whole genome shotgun sequence
NZ_JAAKAK010000014.1 -         Sodium               RF03071    cm        3       28      239      211      -    no    1 0.21   0.0   11.0   4.1e+03 ?   Campylobacter coli strain 600001 600001_14, whole genome shotgun sequence
NZ_QYUU01000010.1    -         Sodium               RF03071    cm        3       28    52177    52205      +    no    1 0.21   0.0   11.0   4.1e+03 ?   Campylobacter coli strain F8 Contig_10, whole genome shotgun sequence
NZ_CABEFZ010000067.1 -         Sodium               RF03071    cm        1       55    29562    29616      +    no    1 0.53   0.0   11.0   4.1e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_MOLM01000012.1    -         Sodium               RF03071    cm        1       55   162281   162241      -    no    1 0.29   0.0   11.0   4.1e+03 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_12, whole genome shotgun sequence
NZ_QRUI01000014.1    -         Sodium               RF03071    cm        1       55    32897    32942      +    no    1 0.28   0.0   11.0   4.1e+03 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf14, whole genome shotgun sequence
NZ_MOSX01000001.1    -         Sodium               RF03071    cm        1       55   683664   683724      +    no    1 0.33   0.0   11.0   4.1e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000001, whole genome shotgun sequence
NZ_SRKT01000002.1    -         Sodium               RF03071    cm        1       55   481354   481304      -    no    1 0.22   0.4   11.0   4.1e+03 ?   Flavobacterium columnare strain 1723 contig2, whole genome shotgun sequence
NZ_WMAD01000025.1    -         Sodium               RF03071    cm        1       55    16896    16859      -    no    1 0.42   0.0   11.0   4.2e+03 ?   Streptococcus equi subsp. zooepidemicus strain ISU38408 contig025, whole genome shotgun sequence
NZ_BDGP01000077.1    -         Sodium               RF03071    cm       38       53     2795     2810      +    no    1 0.44   0.0   11.0   4.2e+03 ?   Thaumasiovibrio occultus strain C4II189, whole genome shotgun sequence
NZ_JMNU01000408.1    -         Sodium               RF03071    cm       38       53       58       73      +    no    1 0.31   0.0   11.0   4.2e+03 ?   Acinetobacter baumannii 754286 ab754286.contig.407_1, whole genome shotgun sequence
NZ_JAAKAK010000003.1 -         Sodium               RF03071    cm        3       28    30802    30778      -    no    1 0.24   0.0   11.0   4.2e+03 ?   Campylobacter coli strain 600001 600001_3, whole genome shotgun sequence
NZ_RYYJ01000101.1    -         Sodium               RF03071    cm        3       28       20       44      +    no    1 0.24   0.0   11.0   4.2e+03 ?   Campylobacter sp. US50a NODE_101_length_263_cov_0.795699, whole genome shotgun sequence
NZ_CZHM01000078.1    -         Sodium               RF03071    cm        3       28       29       53      +    no    1 0.24   0.0   11.0   4.2e+03 ?   Campylobacter jejuni strain Campylobacter jejuni isolate FAECES, whole genome shotgun sequence
NZ_CZHM01000093.1    -         Sodium               RF03071    cm        3       28       29       53      +    no    1 0.24   0.0   11.0   4.2e+03 ?   Campylobacter jejuni strain Campylobacter jejuni isolate FAECES, whole genome shotgun sequence
NZ_BAKK01000052.1    -         Sodium               RF03071    cm        1       55      201      243      +    no    1 0.26   0.0   10.9   4.2e+03 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_QFLQ01000465.1    -         Sodium               RF03071    cm        3       55      172      129      -    no    1 0.25   0.1   10.9   4.2e+03 ?   Enterobacter cloacae complex sp. CH23B NODE_537_length_466_cov_0.725664, whole genome shotgun sequence
NZ_SRPF01000024.1    -         Sodium               RF03071    cm       43       55        1       13      +    5'    2 0.69   0.0   10.9   4.3e+03 ?   Marinobacter confluentis strain HJM-18 42075_contig_59, whole genome shotgun sequence
NZ_MOSX01000002.1    -         Sodium               RF03071    cm        1       55   585823   585853      +    no    1 0.23   0.0   10.9   4.3e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000002, whole genome shotgun sequence
NZ_VDRH01000663.1    -         Sodium               RF03071    cm        1       55      236      207      -    no    1 0.43   0.0   10.9   4.3e+03 ?   Bacillus subtilis strain DE0468 NODE_663_length_249_cov_0.430108, whole genome shotgun sequence
NZ_JYOF01000001.1    -         Sodium               RF03071    cm        1       55    61137    61093      -    no    1 0.53   0.0   10.9   4.4e+03 ?   Pseudomonas sp. 2(2015) contig1, whole genome shotgun sequence
NZ_CABMIR010000017.1 -         Sodium               RF03071    cm       38       53    72424    72409      -    no    1 0.38   0.0   10.9   4.4e+03 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000017.1    -         Sodium               RF03071    cm       38       53    72424    72409      -    no    1 0.38   0.0   10.9   4.4e+03 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_MOBL01000230.1    -         Sodium               RF03071    cm        1       55      151      118      -    no    1 0.38   0.0   10.9   4.4e+03 ?   Pseudomonas frederiksbergensis strain 94G2 94G2_contig_232, whole genome shotgun sequence
