#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         nhaA-I               RF03057    cm        1       55     2831     2779      -    no    1 0.75   0.1   62.7   4.5e-07 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
QFOB01000005.1       -         nhaA-I               RF03057    cm       28       55   257768   257795      +    no    1 0.79   0.0   26.8   2.2e+02 !   Sphingomonas sp. isolate S2_012_000_R2_83 S2_012_000_R2_scaffold_12, whole genome shotgun sequence
JAFGED010000067.1    -         nhaA-I               RF03057    cm        1       55     3169     3130      -    no    1 0.73   0.0   26.8   2.2e+02 !   Anaerolineae bacterium isolate Zod_Metabat.1210 k87_684228, whole genome shotgun sequence
JAFGQN010000207.1    -         nhaA-I               RF03057    cm        1       55    12392    12301      -    no    1 0.65   0.0   26.8   2.2e+02 !   Deltaproteobacteria bacterium isolate Zod_Metabat.76 k87_12177431, whole genome shotgun sequence
KK211086.1           -         nhaA-I               RF03057    cm        1       55   443684   443634      -    no    1 0.73   0.0   26.8   2.2e+02 !   Geodermatophilaceae bacterium URHB0062 genomic scaffold N552DRAFT_scaffold00001.1, whole genome shotgun sequence
JACQWL010000504.1    -         nhaA-I               RF03057    cm        1       55     4895     4969      +    no    1 0.67   0.0   26.8   2.2e+02 !   Verrucomicrobia bacterium isolate NC_groundwater_1488_Ag_S-0.65um_64_31 S_p65_S5_coassembly_k141_4301402, whole genome shotgun sequence
JAEINQ010000003.1    -         nhaA-I               RF03057    cm        1       55     3232     3184      -    no    1 0.76   0.1   26.8   2.2e+02 !   Desulfobacterales bacterium isolate MAG8 NODE_94_length_168364_cov_7.110858, whole genome shotgun sequence
APFI01000146.1       -         nhaA-I               RF03057    cm        1       55      705      661      -    no    1 0.67   0.0   26.8   2.2e+02 !   Desulfovibrio sp. Dsv1 Dsv1_NODE_304_len_52744_cov_13_824378.151_3, whole genome shotgun sequence
NZ_JACIGK010000003.1 -         nhaA-I               RF03057    cm        1       55   208166   208221      +    no    1 0.68   0.0   26.8   2.2e+02 !   Roseospira visakhapatnamensis strain JA131 Ga0394287_03, whole genome shotgun sequence
NZ_FZOR01000038.1    -         nhaA-I               RF03057    cm        1       55    48756    48812      +    no    1 0.75   0.2   26.8   2.2e+02 !   Actinomadura meyerae strain DSM 44715, whole genome shotgun sequence
NZ_CP063373.1        -         nhaA-I               RF03057    cm        1       55  7168106  7168146      +    no    1 0.83   1.6   26.8   2.2e+02 !   Streptomyces ferrugineus strain CCTCC AA2014009 chromosome, complete genome
NZ_CP024478.1        -         nhaA-I               RF03057    cm        1       55  3682383  3682313      -    no    1 0.75   0.2   26.8   2.2e+02 !   Pseudomonas sp. HLS-6 chromosome, complete genome
NZ_BCXA01000017.1    -         nhaA-I               RF03057    cm        1       55   110299   110333      +    no    1 0.74   0.0   26.8   2.2e+02 !   Rhodococcus maanshanensis NBRC 100610, whole genome shotgun sequence
NZ_FMBW01000077.1    -         nhaA-I               RF03057    cm        1       55    42903    42959      +    no    1 0.72   0.4   26.8   2.2e+02 !   Streptomyces sp. DvalAA-43, whole genome shotgun sequence
NZ_FMCW01000010.1    -         nhaA-I               RF03057    cm        1       55     5607     5552      -    no    1 0.64   0.0   26.8   2.2e+02 !   Micromonospora haikouensis strain DSM 45626, whole genome shotgun sequence
NZ_LZJC01000077.1    -         nhaA-I               RF03057    cm        1       55    17312    17247      -    no    1 0.74   0.5   26.8   2.2e+02 !   Mycobacterium sp. E1214 contig_168, whole genome shotgun sequence
JADJUS010000022.1    -         nhaA-I               RF03057    cm        1       55  1813848  1813780      -    no    1 0.68   0.0   26.8   2.2e+02 !   Acidobacteria bacterium isolate Hirt_18-Q3-R61-65_MAXAC.091 tig01354851-10-18170840, whole genome shotgun sequence
NZ_FWXF01000008.1    -         nhaA-I               RF03057    cm        1       55   138266   138331      +    no    1 0.76   0.3   26.8   2.2e+02 !   Desulfacinum hydrothermale DSM 13146, whole genome shotgun sequence
NZ_NJIH01000004.1    -         nhaA-I               RF03057    cm        1       55   509124   509181      +    no    1 0.76   0.2   26.8   2.2e+02 !   Candidimonas nitroreducens strain SC-089 Scaffold3_1, whole genome shotgun sequence
NZ_JACIIZ010000011.1 -         nhaA-I               RF03057    cm        1       55   193726   193670      -    no    1 0.70   0.0   26.8   2.2e+02 !   Nitrospirillum iridis strain DSM 22198 Ga0373326_11, whole genome shotgun sequence
NZ_RYFW01000001.1    -         nhaA-I               RF03057    cm        1       55  3165949  3165861      -    no    1 0.63   0.0   26.8   2.2e+02 !   Steroidobacter agariperforans strain KA5-B Scaffold1_1, whole genome shotgun sequence
NZ_CP026100.1        -         nhaA-I               RF03057    cm        1       55  4900139  4900190      +    no    1 0.75   0.1   26.8   2.2e+02 !   Caulobacter flavus strain RHGG3 chromosome, complete genome
NZ_JAAVJC010000443.1 -         nhaA-I               RF03057    cm        1       55     1218     1159      -    no    1 0.70   0.0   26.8   2.2e+02 !   Streptomyces bohaiensis strain 11A07 NODE_443_length_2446_cov_78.634409, whole genome shotgun sequence
NZ_QXGS01000005.1    -         nhaA-I               RF03057    cm        1       55   120690   120639      -    no    1 0.65   0.0   26.8   2.2e+02 !   Roseomonas vastitatis strain CPCC 101021 Scaffold5, whole genome shotgun sequence
QHYS01000039.1       -         nhaA-I               RF03057    cm        1       55     8229     8276      +    no    1 0.73   0.0   26.8   2.2e+02 !   Acidobacteria bacterium isolate gp2 AA82 14_0903_13_30cm_scaffold_616928_curated, whole genome shotgun sequence
NZ_JAATEO010000004.1 -         nhaA-I               RF03057    cm        1       55   219304   219254      -    no    1 0.78   0.4   26.8   2.2e+02 !   Micromonospora sp. HSS6-12 4, whole genome shotgun sequence
NZ_SCIN01000001.1    -         nhaA-I               RF03057    cm        1       55   149318   149267      -    no    1 0.63   0.0   26.8   2.2e+02 !   Sphingomonas sp. UV9 NODE_1_length_1416545_cov_11.8187, whole genome shotgun sequence
NZ_BIMR01000026.1    -         nhaA-I               RF03057    cm        1       55    17589    17645      +    no    1 0.75   0.2   26.8   2.2e+02 !   Cellulomonas biazotea strain NBRC12680 sequence026, whole genome shotgun sequence
NZ_LKEM01000009.1    -         nhaA-I               RF03057    cm        1       55    23419    23370      -    no    1 0.52   0.1   26.8   2.2e+02 !   Pseudomonas syringae pv. syringae PD2766 scaffold11, whole genome shotgun sequence
NZ_LGLN01000067.1    -         nhaA-I               RF03057    cm        1       55   209051   209100      +    no    1 0.52   0.1   26.8   2.2e+02 !   Pseudomonas syringae pv. cilantro strain 0788_9 Pci07889_Scaffold023, whole genome shotgun sequence
NZ_FNKU01000001.1    -         nhaA-I               RF03057    cm        1       55  2147469  2147420      -    no    1 0.52   0.1   26.8   2.2e+02 !   Pseudomonas cannabina strain ICMP 2823, whole genome shotgun sequence
NZ_CP007014.1        -         nhaA-I               RF03057    cm        1       55  2230716  2230765      +    no    1 0.50   0.1   26.8   2.2e+02 !   Pseudomonas syringae CC1557 chromosome, complete genome
MFNF01000030.1       -         nhaA-I               RF03057    cm        1       55    12595    12540      -    no    1 0.62   0.0   26.8   2.2e+02 !   Candidatus Lambdaproteobacteria bacterium RIFOXYD2_FULL_56_26 rifoxyd2_full_scaffold_271, whole genome shotgun sequence
NZ_CP076103.1        -         nhaA-I               RF03057    cm        1       55  5932854  5932800      -    no    1 0.78   0.4   26.8   2.3e+02 !   Lysobacter capsici strain NF87_2 chromosome, complete genome
NZ_QTSU01000003.1    -         nhaA-I               RF03057    cm        1       55   398786   398840      +    no    1 0.78   0.4   26.8   2.3e+02 !   Lysobacter silvisoli strain zong2l5 contig3, whole genome shotgun sequence
NZ_LMJF01000014.1    -         nhaA-I               RF03057    cm        1       55   398256   398310      +    no    1 0.78   0.4   26.8   2.3e+02 !   Lysobacter sp. Root916 contig_5, whole genome shotgun sequence
NZ_FNOG01000001.1    -         nhaA-I               RF03057    cm        1       55   637079   637014      -    no    1 0.71   0.1   26.8   2.3e+02 !   Lysobacter enzymogenes strain ATCC 29487, whole genome shotgun sequence
JAEUKA010000100.1    -         nhaA-I               RF03057    cm        1       55    24860    24808      -    no    1 0.70   0.0   26.7   2.3e+02 !   Myxococcales bacterium isolate new MAG-83 k141_3326498, whole genome shotgun sequence
NZ_JACHEM010000037.1 -         nhaA-I               RF03057    cm        1       55     7947     8003      +    no    1 0.79   0.9   26.7   2.3e+02 !   Streptomyces candidus strain DSM 40141 Ga0415311_37, whole genome shotgun sequence
NZ_POAF01000006.1    -         nhaA-I               RF03057    cm        1       55   213215   213168      -    no    1 0.69   0.0   26.7   2.3e+02 !   Glutamicibacter soli strain NHPC-3 NODE_6_length_348699_cov_24.0568, whole genome shotgun sequence
NZ_AUDI01000015.1    -         nhaA-I               RF03057    cm        1       55    72666    72718      +    no    1 0.57   0.0   26.7   2.3e+02 !   Pseudoduganella violaceinigra DSM 15887 H597DRAFT_scaffold00010.10_C, whole genome shotgun sequence
PABE01000033.1       -         nhaA-I               RF03057    cm        1       55     5453     5398      -    no    1 0.66   0.0   26.7   2.3e+02 !   Porticoccaceae bacterium isolate NAT127 MHASMcontig_884293, whole genome shotgun sequence
JACQVX010000079.1    -         nhaA-I               RF03057    cm        1       55      490      425      -    no    1 0.77   0.9   26.7   2.3e+02 !   Planctomycetes bacterium isolate NC_groundwater_1474_Ag_S-0.65um_73_34 S_p65_S5_coassembly_k141_1743592, whole genome shotgun sequence
RFPF01000138.1       -         nhaA-I               RF03057    cm        1       55     2605     2662      +    no    1 0.71   0.0   26.7   2.3e+02 !   Planctomycetia bacterium isolate WB4_1_1386 contig_100_137, whole genome shotgun sequence
NZ_FNSZ01000001.1    -         nhaA-I               RF03057    cm        1       55   615056   614971      -    no    1 0.69   0.1   26.7   2.3e+02 !   Streptomyces sp. 1222.5, whole genome shotgun sequence
NZ_BMDG01000005.1    -         nhaA-I               RF03057    cm        1       55   314530   314603      +    no    1 0.76   0.9   26.7   2.3e+02 !   Isoptericola cucumis strain CCM 8653 sequence05, whole genome shotgun sequence
NZ_VFOQ01000001.1    -         nhaA-I               RF03057    cm        1       55  2290475  2290425      -    no    1 0.75   0.2   26.7   2.3e+02 !   Oryzihumus leptocrescens strain DSM 18082 Ga0197546_11, whole genome shotgun sequence
NZ_VMNI01000017.1    -         nhaA-I               RF03057    cm        1       55    80841    80891      +    no    1 0.76   0.1   26.7   2.3e+02 !   Denitromonas halophilus strain SFB-1 k141_77, whole genome shotgun sequence
NZ_VMNK01000007.1    -         nhaA-I               RF03057    cm        1       55   166889   166839      -    no    1 0.76   0.1   26.7   2.3e+02 !   Denitromonas halophilus strain SFB-3 k141_79, whole genome shotgun sequence
NZ_JACHHP010000004.1 -         nhaA-I               RF03057    cm        1       55   238842   238911      +    no    1 0.74   0.6   26.7   2.3e+02 !   Chiayiivirga flava strain DSM 24163 Ga0415248_04, whole genome shotgun sequence
NZ_SHKZ01000001.1    -         nhaA-I               RF03057    cm        1       55  5335092  5335150      +    no    1 0.64   0.0   26.7   2.3e+02 !   Micromonospora sp. CNZ295 Ga0193643_11, whole genome shotgun sequence
JAHJOG010000176.1    -         nhaA-I               RF03057    cm        1       55    14816    14863      +    no    1 0.79   0.3   26.7   2.3e+02 !   MAG: Gammaproteobacteria bacterium isolate Old_saline_planktonic.mb.16 Old_saline_plankto.mb.16_k141_512340, whole genome shotgun sequence
NZ_JYFN01000020.1    -         nhaA-I               RF03057    cm        1       55   110302   110247      -    no    1 0.80   2.4   26.7   2.3e+02 !   Frankia torreyi strain CpI1 FF36_scaffold_19.20, whole genome shotgun sequence
JAAZBT010000092.1    -         nhaA-I               RF03057    cm        1       55     8679     8737      +    no    1 0.75   0.1   26.7   2.3e+02 !   Burkholderiaceae bacterium isolate AS06rmzACSIP_625 120171_AS06, whole genome shotgun sequence
NZ_BAGJ01000268.1    -         nhaA-I               RF03057    cm        1       55    11192    11149      -    no    1 0.80   0.2   26.7   2.3e+02 !   Nocardia testacea NBRC 100365, whole genome shotgun sequence
NZ_DF820425.1        -         nhaA-I               RF03057    cm        1       55  7072526  7072575      +    no    1 0.66   0.0   26.7   2.3e+02 !   Bradyrhizobium sp. DOA9, whole genome shotgun sequence
NZ_BMML01000031.1    -         nhaA-I               RF03057    cm        1       55    85833    85885      +    no    1 0.75   0.1   26.7   2.3e+02 !   Streptomyces fuscichromogenes strain CGMCC 4.7110 sequence031, whole genome shotgun sequence
JACZKT010000604.1    -         nhaA-I               RF03057    cm        1       55     1857     1798      -    no    1 0.77   1.3   26.7   2.3e+02 !   Rubrivivax sp. isolate MAG52 rubrivivax_1_contig_1290005, whole genome shotgun sequence
NZ_BBOJ01000034.1    -         nhaA-I               RF03057    cm        1       55      244      166      -    no    1 0.73   2.1   26.7   2.3e+02 !   Lentzea aerocolonigenes strain NBRC 13195, whole genome shotgun sequence
NZ_BBOJ01000028.1    -         nhaA-I               RF03057    cm        1       55      185      107      -    no    1 0.73   2.1   26.7   2.3e+02 !   Lentzea aerocolonigenes strain NBRC 13195, whole genome shotgun sequence
NZ_BBOJ01000007.1    -         nhaA-I               RF03057    cm        1       55   445876   445954      +    no    1 0.73   2.1   26.7   2.3e+02 !   Lentzea aerocolonigenes strain NBRC 13195, whole genome shotgun sequence
VXMM01000018.1       -         nhaA-I               RF03057    cm        1       55   138444   138497      +    no    1 0.74   0.2   26.7   2.3e+02 !   Acidimicrobiia bacterium isolate SB0661_bin_37 NODE_89_length_178470_cov_57.892346, whole genome shotgun sequence
PNKH01000014.1       -         nhaA-I               RF03057    cm        1       55    42739    42686      -    no    1 0.80   0.5   26.7   2.3e+02 !   Isosphaera sp. isolate PR.3.33 PR_1000056_95417, whole genome shotgun sequence
NZ_BCQR01000054.1    -         nhaA-I               RF03057    cm        1       55    49520    49572      +    no    1 0.75   0.1   26.7   2.3e+02 !   Actinomadura kijaniata NBRC 14229, whole genome shotgun sequence
JAFGRB010000243.1    -         nhaA-I               RF03057    cm        1       55     9335     9403      +    no    1 0.70   0.0   26.7   2.3e+02 !   Deltaproteobacteria bacterium isolate Zod_Metabat.807 k87_6611570, whole genome shotgun sequence
